ProgramID,StepNo,ChannelNo,ChannelVal,Comment
program1,1,1,128,
program1,1,2,173,
program1,1,3,30,
program1,1,4,3,
program1,1,5,255,strobe
program1,1,6,255,
program1,1,7,180,
program1,1,8,30,
program1,1,9,0,
program1,1,11,128,
program1,1,12,173,
program1,1,13,30,
program1,1,14,3,
program1,1,15,40,
program1,1,16,255,
program1,1,17,180,
program1,1,18,30,
program1,1,19,0,
program1,1,21,96,
program1,1,22,160,
program1,1,23,30,
program1,1,24,3,
program1,1,25,40,
program1,1,26,255,
program1,1,27,180,
program1,1,28,30,
program1,1,29,0,
program1,1,31,96,
program1,1,32,160,
program1,1,33,30,
program1,1,34,3,
program1,1,35,40,
program1,1,36,255,
program1,1,37,180,
program1,1,38,30,
program1,1,39,0,
program1,2,1,160,
program1,2,2,160,
program1,2,3,30,
program1,2,4,3,
program1,2,5,255,strobe
program1,2,6,255,
program1,2,7,180,
program1,2,8,30,
program1,2,9,0,
program1,2,11,160,
program1,2,12,160,
program1,2,13,30,
program1,2,14,3,
program1,2,15,40,
program1,2,16,255,
program1,2,17,180,
program1,2,18,30,
program1,2,19,0,
program1,2,21,83,
program1,2,22,128,
program1,2,23,30,
program1,2,24,3,
program1,2,25,40,
program1,2,26,255,
program1,2,27,180,
program1,2,28,30,
program1,2,29,0,
program1,2,31,83,
program1,2,32,128,
program1,2,33,30,
program1,2,34,3,
program1,2,35,40,
program1,2,36,255,
program1,2,37,180,
program1,2,38,30,
program1,2,39,0,
program1,3,1,173,
program1,3,2,128,
program1,3,3,30,
program1,3,4,3,
program1,3,5,255,strobe
program1,3,6,255,
program1,3,7,180,
program1,3,8,30,
program1,3,9,0,
program1,3,11,173,
program1,3,12,128,
program1,3,13,30,
program1,3,14,3,
program1,3,15,40,
program1,3,16,255,
program1,3,17,180,
program1,3,18,30,
program1,3,19,0,
program1,3,21,96,
program1,3,22,96,
program1,3,23,30,
program1,3,24,3,
program1,3,25,40,
program1,3,26,255,
program1,3,27,180,
program1,3,28,30,
program1,3,29,0,
program1,3,31,96,
program1,3,32,96,
program1,3,33,30,
program1,3,34,3,
program1,3,35,40,
program1,3,36,255,
program1,3,37,180,
program1,3,38,30,
program1,3,39,0,
program1,4,1,160,
program1,4,2,96,
program1,4,3,30,
program1,4,4,3,
program1,4,5,255,strobe
program1,4,6,255,
program1,4,7,180,
program1,4,8,30,
program1,4,9,0,
program1,4,11,160,
program1,4,12,96,
program1,4,13,30,
program1,4,14,3,
program1,4,15,40,
program1,4,16,255,
program1,4,17,180,
program1,4,18,30,
program1,4,19,0,
program1,4,21,128,
program1,4,22,83,
program1,4,23,30,
program1,4,24,3,
program1,4,25,40,
program1,4,26,255,
program1,4,27,180,
program1,4,28,30,
program1,4,29,0,
program1,4,31,128,
program1,4,32,83,
program1,4,33,30,
program1,4,34,3,
program1,4,35,40,
program1,4,36,255,
program1,4,37,180,
program1,4,38,30,
program1,4,39,0,
program1,5,1,128,
program1,5,2,83,
program1,5,3,30,
program1,5,4,3,
program1,5,5,255,strobe
program1,5,6,255,
program1,5,7,180,
program1,5,8,30,
program1,5,9,0,
program1,5,11,128,
program1,5,12,83,
program1,5,13,30,
program1,5,14,3,
program1,5,15,40,
program1,5,16,255,
program1,5,17,180,
program1,5,18,30,
program1,5,19,0,
program1,5,21,160,
program1,5,22,96,
program1,5,23,30,
program1,5,24,3,
program1,5,25,40,
program1,5,26,255,
program1,5,27,180,
program1,5,28,30,
program1,5,29,0,
program1,5,31,160,
program1,5,32,96,
program1,5,33,30,
program1,5,34,3,
program1,5,35,40,
program1,5,36,255,
program1,5,37,180,
program1,5,38,30,
program1,5,39,0,
program1,6,1,96,
program1,6,2,96,
program1,6,3,30,
program1,6,4,3,
program1,6,5,255,strobe
program1,6,6,255,
program1,6,7,180,
program1,6,8,30,
program1,6,9,0,
program1,6,11,96,
program1,6,12,96,
program1,6,13,30,
program1,6,14,3,
program1,6,15,40,
program1,6,16,255,
program1,6,17,180,
program1,6,18,30,
program1,6,19,0,
program1,6,21,173,
program1,6,22,128,
program1,6,23,30,
program1,6,24,3,
program1,6,25,40,
program1,6,26,255,
program1,6,27,180,
program1,6,28,30,
program1,6,29,0,
program1,6,31,173,
program1,6,32,128,
program1,6,33,30,
program1,6,34,3,
program1,6,35,40,
program1,6,36,255,
program1,6,37,180,
program1,6,38,30,
program1,6,39,0,
program1,7,1,83,
program1,7,2,128,
program1,7,3,30,
program1,7,4,3,
program1,7,5,255,strobe
program1,7,6,255,
program1,7,7,180,
program1,7,8,30,
program1,7,9,0,
program1,7,11,83,
program1,7,12,128,
program1,7,13,30,
program1,7,14,3,
program1,7,15,40,
program1,7,16,255,
program1,7,17,180,
program1,7,18,30,
program1,7,19,0,
program1,7,21,160,
program1,7,22,160,
program1,7,23,30,
program1,7,24,3,
program1,7,25,40,
program1,7,26,255,
program1,7,27,180,
program1,7,28,30,
program1,7,29,0,
program1,7,31,160,
program1,7,32,160,
program1,7,33,30,
program1,7,34,3,
program1,7,35,40,
program1,7,36,255,
program1,7,37,180,
program1,7,38,30,
program1,7,39,0,
program1,8,1,96,
program1,8,2,160,
program1,8,3,30,
